Date,AverageTemperature,AverageTemperatureUncertainty,State,Country
01-06-2000,28.718,0.305,Puducherry,India
01-07-2000,28.42,0.382,Puducherry,India
01-08-2000,27.61,0.38,Puducherry,India
01-09-2000,28.011,0.22,Puducherry,India
01-10-2000,27.196,0.213,Puducherry,India
01-11-2000,26.621,0.217,Puducherry,India
01-12-2000,24.918,0.331,Puducherry,India
01-01-2001,25.4,0.303,Puducherry,India
01-02-2001,27.05,0.189,Puducherry,India
01-03-2001,28.844,0.237,Puducherry,India
01-04-2001,29.249,0.439,Puducherry,India
01-05-2001,30.985,0.239,Puducherry,India
01-06-2001,29.086,0.302,Puducherry,India
01-07-2001,28.762,0.274,Puducherry,India
01-08-2001,28.213,0.216,Puducherry,India
01-09-2001,28.349,0.191,Puducherry,India
01-10-2001,27.181,0.221,Puducherry,India
01-11-2001,26.726,0.243,Puducherry,India
01-12-2001,25.29,0.177,Puducherry,India
01-01-2002,25.705,0.254,Puducherry,India
01-02-2002,26.539,0.435,Puducherry,India
01-03-2002,28.861,0.256,Puducherry,India
01-04-2002,30.367,0.219,Puducherry,India
01-05-2002,30.916,0.239,Puducherry,India
01-06-2002,29.394,0.179,Puducherry,India
01-07-2002,29.49,0.375,Puducherry,India
01-08-2002,28.415,0.344,Puducherry,India
01-09-2002,28.792,0.34,Puducherry,India
01-10-2002,27.491,0.219,Puducherry,India
01-11-2002,26.379,0.189,Puducherry,India
01-12-2002,25.262,0.267,Puducherry,India
01-01-2003,25.435,0.209,Puducherry,India
01-02-2003,27.348,0.294,Puducherry,India
01-03-2003,28.783,0.231,Puducherry,India
01-04-2003,30.155,0.34,Puducherry,India
01-05-2003,31.203,0.445,Puducherry,India
01-06-2003,30.377,0.497,Puducherry,India
01-07-2003,28.574,0.391,Puducherry,India
01-08-2003,28.285,0.443,Puducherry,India
01-09-2003,28.683,0.288,Puducherry,India
01-10-2003,27.499,0.327,Puducherry,India
01-11-2003,26.383,0.292,Puducherry,India
01-12-2003,25.439,0.115,Puducherry,India
01-01-2004,25.479,0.234,Puducherry,India
01-02-2004,26.462,0.257,Puducherry,India
01-03-2004,28.899,0.225,Puducherry,India
01-04-2004,30.385,0.285,Puducherry,India
01-05-2004,28.919,0.159,Puducherry,India
01-06-2004,28.969,0.288,Puducherry,India
01-07-2004,28.387,0.244,Puducherry,India
01-08-2004,28.723,0.356,Puducherry,India
01-09-2004,27.593,0.185,Puducherry,India
01-10-2004,26.905,0.343,Puducherry,India
01-11-2004,26.1,0.222,Puducherry,India
01-12-2004,25.307,0.191,Puducherry,India
01-01-2005,25.851,0.251,Puducherry,India
01-02-2005,26.972,0.207,Puducherry,India
01-03-2005,29.019,0.359,Puducherry,India
01-04-2005,29.366,0.215,Puducherry,India
01-05-2005,30.672,0.267,Puducherry,India
01-06-2005,29.843,0.223,Puducherry,India
01-07-2005,28.612,0.243,Puducherry,India
01-08-2005,28.661,0.169,Puducherry,India
01-09-2005,27.998,0.252,Puducherry,India
01-10-2005,27.121,0.273,Puducherry,India
01-11-2005,25.523,0.284,Puducherry,India
01-12-2005,25.215,0.167,Puducherry,India
01-01-2006,25.23,0.225,Puducherry,India
01-02-2006,26.215,0.321,Puducherry,India
01-03-2006,28.562,0.425,Puducherry,India
01-04-2006,30.014,0.335,Puducherry,India
01-05-2006,30.082,0.196,Puducherry,India
01-06-2006,29.222,0.306,Puducherry,India
01-07-2006,29.041,0.327,Puducherry,India
01-08-2006,28.489,0.124,Puducherry,India
01-09-2006,28.006,0.263,Puducherry,India
01-10-2006,27.225,0.293,Puducherry,India
01-11-2006,26.464,0.1,Puducherry,India
01-12-2006,25.58,0.183,Puducherry,India
01-01-2007,25.644,0.162,Puducherry,India
01-02-2007,26.631,0.245,Puducherry,India
01-03-2007,28.643,0.188,Puducherry,India
01-04-2007,29.867,0.345,Puducherry,India
01-05-2007,31.196,0.466,Puducherry,India
01-06-2007,29.053,0.201,Puducherry,India
01-07-2007,28.515,0.272,Puducherry,India
01-08-2007,27.988,0.266,Puducherry,India
01-09-2007,27.914,0.4,Puducherry,India
01-10-2007,27.406,0.232,Puducherry,India
01-11-2007,26.315,0.178,Puducherry,India
01-12-2007,25.433,0.228,Puducherry,India
01-01-2008,25.39,0.301,Puducherry,India
01-02-2008,26.837,0.182,Puducherry,India
01-03-2008,27.474,0.319,Puducherry,India
01-04-2008,29.46,0.208,Puducherry,India
01-05-2008,30.695,0.213,Puducherry,India
01-06-2008,29.17,0.324,Puducherry,India
01-07-2008,28.564,0.227,Puducherry,India
01-08-2008,28.014,0.169,Puducherry,India
01-09-2008,28.161,0.271,Puducherry,India
01-10-2008,27.324,0.187,Puducherry,India
01-11-2008,26.597,0.273,Puducherry,India
01-12-2008,25.651,0.229,Puducherry,India
01-01-2009,25.369,0.23,Puducherry,India
01-02-2009,26.904,0.278,Puducherry,India
01-03-2009,28.587,0.254,Puducherry,India
01-04-2009,30.112,0.275,Puducherry,India
01-05-2009,30.528,0.21,Puducherry,India
01-06-2009,29.906,0.298,Puducherry,India
01-07-2009,28.878,0.341,Puducherry,India
01-08-2009,28.677,0.212,Puducherry,India
01-09-2009,28.548,0.285,Puducherry,India
01-10-2009,28.037,0.178,Puducherry,India
01-11-2009,26.684,0.281,Puducherry,India
01-12-2009,25.685,0.252,Puducherry,India
01-01-2010,25.809,0.326,Puducherry,India
01-02-2010,27.056,0.289,Puducherry,India
01-03-2010,29.367,0.318,Puducherry,India
01-04-2010,30.898,0.232,Puducherry,India
01-05-2010,30.828,0.119,Puducherry,India
01-06-2010,29.299,0.283,Puducherry,India
01-07-2010,28.272,0.27,Puducherry,India
01-08-2010,27.989,0.308,Puducherry,India
01-09-2010,27.846,0.211,Puducherry,India
01-10-2010,27.531,0.271,Puducherry,India
01-11-2010,26.459,0.18,Puducherry,India
01-12-2010,25.032,0.174,Puducherry,India
01-01-2011,25.257,0.189,Puducherry,India
01-02-2011,26.194,0.229,Puducherry,India
01-03-2011,28.445,0.272,Puducherry,India
01-04-2011,29.285,0.287,Puducherry,India
01-05-2011,30.644,0.302,Puducherry,India
01-06-2011,29.697,0.282,Puducherry,India
01-07-2011,28.586,0.228,Puducherry,India
01-08-2011,28.117,0.196,Puducherry,India
01-09-2011,28.361,0.292,Puducherry,India
01-10-2011,27.643,0.303,Puducherry,India
01-11-2011,26.373,0.287,Puducherry,India
01-12-2011,25.538,0.274,Puducherry,India
01-01-2012,25.5,0.33,Puducherry,India
01-02-2012,26.919,0.351,Puducherry,India
01-03-2012,29.16,0.262,Puducherry,India
01-04-2012,30.2,0.336,Puducherry,India
01-05-2012,31.077,0.378,Puducherry,India
01-06-2012,30.55,0.295,Puducherry,India
01-07-2012,29.411,0.495,Puducherry,India
01-08-2012,28.668,0.485,Puducherry,India
01-09-2012,28.899,0.322,Puducherry,India
01-10-2012,27.716,0.427,Puducherry,India
01-11-2012,27.136,0.33,Puducherry,India
01-12-2012,26.286,0.381,Puducherry,India
01-01-2013,26.15,0.269,Puducherry,India
01-02-2013,27.187,0.528,Puducherry,India
01-03-2013,29.037,0.274,Puducherry,India
01-04-2013,31.044,0.484,Puducherry,India
01-05-2013,31.899,0.488,Puducherry,India
01-06-2013,29.659,0.535,Puducherry,India
01-07-2013,28.705,0.665,Puducherry,India
01-08-2013,28.424,0.306,Puducherry,India
01-09-2013,,,Puducherry,India
